price_aprox_usd,surface_covered_in_m2,lat,lon,neighbourhood
65858.1,53.0,19.481949,-99.209764,Azcapotzalco
53158.13,80.0,19.395097,-99.150424,Benito Juárez
37416.27,57.0,19.3275633,-99.1217504,Coyoacán
66911.83,89.0,19.366505,-99.222297,Álvaro Obregón
96416.26,60.0,19.36461,-99.14455,Benito Juárez
43240.85,56.0,19.375983,-99.017354,Iztapalapa
57902.44,48.0,19.443178,-99.144234,Cuauhtémoc
44783.51,70.0,19.302512,-99.142927,Coyoacán
76537.65,80.0,19.384262,-99.08305,Coyoacán
40147.1,60.0,19.366632,-99.1979,Álvaro Obregón
30926.96,65.0,19.453201,-99.132967,Cuauhtémoc
30558.16,57.0,19.29292,-99.064874,Iztapalapa
39514.86,56.0,19.452301,-99.207422,Miguel Hidalgo
45584.61,61.0,,,Venustiano Carranza
53158.18,80.0,19.395097,-99.150424,Benito Juárez
31436.28,50.0,19.400687,-99.09121,Iztacalco
32138.22,69.0,19.472481,-99.182374,Azcapotzalco
32876.36,70.0,19.322108,-99.141935,Coyoacán
98787.15,75.0,19.284672,-99.220367,Tlalpan
59022.85,65.0,,,Xochimilco
88513.29,60.0,23.634501,-102.552788,Benito Juárez
76395.4,64.0,19.478815,-99.196831,Azcapotzalco
77160.1,90.0,19.477827,-99.216217,Azcapotzalco
54806.93,58.0,19.39556,-99.07988,Iztacalco
69809.59,50.0,19.418058,-99.131088,Cuauhtémoc
79029.72,67.0,19.428152,-99.106194,Venustiano Carranza
86858.93,85.0,19.348122,-99.125716,Coyoacán
76395.4,64.0,19.478815,-99.196831,Azcapotzalco
94022.66,57.0,23.634501,-102.552788,Benito Juárez
89567.02,64.0,19.410307,-99.065399,Iztacalco
62170.05,85.0,19.411112,-99.193066,Miguel Hidalgo
54934.45,80.0,19.44673,-99.161695,Cuauhtémoc
71143.62,50.0,,,Miguel Hidalgo
71126.75,90.0,19.474885,-99.188231,Azcapotzalco
53845.18,75.0,19.454332,-99.200287,Miguel Hidalgo
50579.55,60.0,19.438604,-99.103424,Venustiano Carranza
44309.33,66.0,19.356318,-99.062294,Iztapalapa
99577.45,89.0,19.272016,-99.208006,Tlalpan
47417.83,53.0,19.443592,-99.121407,Venustiano Carranza
60589.45,65.0,19.346609,-99.072311,Iztapalapa
60589.45,75.0,19.2814228,-99.1418011,Tlalpan
13338.63,55.0,19.327745,-99.073007,Iztapalapa
63223.78,50.0,19.454082,-99.125206,Cuauhtémoc
90093.88,60.0,19.369509,-99.172532,Benito Juárez
33719.34,60.0,19.385027,-99.223488,Álvaro Obregón
39524.23,70.0,19.387651,-99.142257,Benito Juárez
61626.9,65.0,19.39942,-99.141673,Benito Juárez
35479.32,60.0,19.474655,-99.189277,Azcapotzalco
46316.97,49.0,,,Iztapalapa
29363.91,65.0,19.457352,-99.155304,Cuauhtémoc
40578.21,63.0,,,Xochimilco
51118.0,75.0,19.439759,-99.1047,Venustiano Carranza
86140.71,60.0,19.31691,-99.135933,Coyoacán
32507.56,65.0,19.384399,-99.068451,Iztapalapa
68087.07,80.0,19.400731,-99.125466,Iztacalco
57985.53,69.0,19.2990233,-99.0436467,Tláhuac
40568.59,63.0,19.38797,-99.067408,Iztacalco
87248.81,50.0,19.393568,-99.186143,Álvaro Obregón
42149.18,57.0,19.306198,-99.235825,La Magdalena Contreras
40314.71,75.0,19.482761,-99.151089,Gustavo A. Madero
26975.47,50.0,19.305987,-99.051035,Tláhuac
19757.43,62.0,19.299518,-99.150439,Coyoacán
84298.37,70.0,19.466822,-99.157379,Azcapotzalco
30836.17,60.0,19.415783,-99.060391,Venustiano Carranza
31769.94,69.0,19.525082,-99.144372,Gustavo A. Madero
66541.2,80.0,19.304032,-99.112841,Coyoacán
79029.72,80.0,19.370046,-99.146155,Benito Juárez
49051.11,56.0,19.456993,-99.118637,Venustiano Carranza
26349.48,55.0,,,Iztapalapa
76922.26,75.0,19.365843,-99.149901,Benito Juárez
51393.61,65.0,19.48888,-99.179278,Azcapotzalco
38092.32,58.0,19.315626,-99.10273,Coyoacán
63961.39,57.0,,,Benito Juárez
34509.64,50.0,19.291269,-99.055684,Tláhuac
94835.67,68.0,19.43965,-99.179173,Miguel Hidalgo
63223.78,50.0,19.454082,-99.125206,Cuauhtémoc
52686.48,64.0,19.437147,-99.167073,Cuauhtémoc
40568.59,58.0,,,Iztapalapa
32778.76,75.0,19.444538,-99.162752,Cuauhtémoc
45036.4,64.0,19.440749,-99.141649,Cuauhtémoc
66384.96,79.0,19.293561,-99.117034,Tlalpan
71126.75,80.0,19.44661,-99.160309,Cuauhtémoc
65952.94,70.0,19.479793,-99.186945,Azcapotzalco
43387.26,50.0,,,Cuauhtémoc
41727.69,88.0,19.318989,-99.094437,Iztapalapa
26957.09,85.0,19.421296,-99.06582,Venustiano Carranza
42676.05,70.0,19.449392,-99.138544,Cuauhtémoc
42917.25,60.0,19.4279665308,-99.1459840536,Cuauhtémoc
90199.26,60.0,19.335043,-99.235537,Álvaro Obregón
74762.12,50.0,19.308287,-99.146309,Coyoacán
63765.76,67.0,19.3653,-99.148217,Benito Juárez
40392.98,80.0,19.324075,-99.117756,Coyoacán
46954.78,63.0,19.491447,-99.180214,Azcapotzalco
41680.96,55.0,19.449997,-99.18117,Miguel Hidalgo
52349.29,60.0,19.309208,-99.171906,Coyoacán
66911.83,70.0,19.451872,-99.173522,Miguel Hidalgo
97996.85,50.0,19.381978,-99.156831,Benito Juárez
37776.2,75.0,19.328643,-99.124224,Coyoacán
53832.41,90.0,19.454332,-99.200287,Miguel Hidalgo
67965.56,64.0,19.383446,-99.137643,Benito Juárez
79029.72,80.0,19.370046,-99.146155,Benito Juárez
71143.62,66.0,19.371843,-99.200287,Álvaro Obregón
52686.48,65.0,19.48778,-99.110583,Gustavo A. Madero
33200.35,65.0,19.4753714,-99.1048072,Gustavo A. Madero
42159.18,59.0,19.455909878,-99.2046815157,Miguel Hidalgo
41368.69,75.0,19.496491,-99.149702,Gustavo A. Madero
33118.72,75.0,19.403155,-99.074139,Iztacalco
33502.21,70.0,19.399226,-99.134352,Iztacalco
69809.59,62.0,19.413393,-99.131381,Cuauhtémoc
43782.46,60.0,19.410079,-99.127004,Venustiano Carranza
52453.03,70.0,19.443903,-99.171681,Miguel Hidalgo
27396.97,70.0,19.527845,-99.149811,Gustavo A. Madero
45257.68,68.0,19.452503,-99.120018,Venustiano Carranza
39514.86,56.0,19.450423,-99.201147,Miguel Hidalgo
35801.89,70.0,19.414009,-99.142481,Cuauhtémoc
44709.81,75.0,19.460012,-99.153755,Cuauhtémoc
90936.87,56.0,19.444584,-99.174675,Miguel Hidalgo
43677.09,50.0,19.410307,-99.065399,Iztacalco
39251.43,60.0,19.29707,-99.051074,Tláhuac
76097.32,90.0,19.422225,-99.167137,Cuauhtémoc
85668.22,66.0,19.333996,-99.2375,Álvaro Obregón
38812.39,70.0,19.464589,-99.183659,Azcapotzalco
68492.42,65.0,19.288229,-99.12374,Tlalpan
28520.98,70.0,19.446053,-99.120285,Venustiano Carranza
46105.28,70.0,19.52381,-99.151475,Gustavo A. Madero
61130.81,77.0,19.453457,-99.21764,Miguel Hidalgo
52686.48,68.0,19.453691,-99.180039,Miguel Hidalgo
80392.29,70.0,19.453909,-99.208595,Miguel Hidalgo
49051.11,56.0,19.456993,-99.118637,Venustiano Carranza
31787.49,60.0,19.441816,-99.092908,Venustiano Carranza
75394.35,69.0,19.465454,-99.162665,Azcapotzalco
35133.45,50.0,19.369859,-99.135812,Iztapalapa
67175.26,68.0,19.428152,-99.106194,Venustiano Carranza
43308.28,65.0,19.365484,-99.196619,Coyoacán
46943.65,65.0,19.359901,-99.189606,Álvaro Obregón
59008.86,80.0,19.470359,-99.183001,Azcapotzalco
39514.86,56.0,19.452301,-99.207422,Miguel Hidalgo
45310.37,86.0,19.45178,-99.15709,Cuauhtémoc
68228.99,85.0,19.35782,-99.149406,Benito Juárez
60589.45,65.0,19.346609,-99.072311,Iztapalapa
19762.11,62.0,19.336828,-99.135239,Coyoacán
54267.07,54.0,19.462355,-99.193313,Miguel Hidalgo
73778.56,62.0,19.46212,-99.143046,Cuauhtémoc
44794.13,57.0,19.4823253,-99.185752,Azcapotzalco
96198.82,80.0,19.365865,-99.148341,Benito Juárez
79048.46,61.0,19.391903,-99.188954,Cuauhtémoc
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
93255.07,69.0,19.472155,-99.161186,Azcapotzalco
67454.69,70.0,19.4736729503,-99.0838479996,Gustavo A. Madero
56866.41,55.0,,,Iztacalco
36360.89,65.0,19.456002,-99.191888,Miguel Hidalgo
88513.29,64.0,19.348823,-99.125532,Coyoacán
47366.88,75.0,19.475745,-99.095737,Gustavo A. Madero
46251.72,66.0,19.453665,-99.122353,Venustiano Carranza
84318.36,71.0,19.3246591,-99.140855,Coyoacán
46943.65,50.0,19.359901,-99.189606,Álvaro Obregón
55239.14,80.0,19.306092,-99.113431,Coyoacán
46902.09,71.0,,,Tlalpan
64751.68,50.0,19.473415,-99.143539,Gustavo A. Madero
84298.37,56.0,19.4473207,-99.1745277,Miguel Hidalgo
70863.32,60.0,19.450551,-99.156352,Cuauhtémoc
59391.74,48.0,19.443178,-99.144234,Cuauhtémoc
69562.65,63.0,19.2903346,-99.1272957,Tlalpan
50257.22,75.0,19.440749,-99.141649,Cuauhtémoc
24241.52,65.0,19.504985,-99.208557,Azcapotzalco
34517.83,50.0,19.291594,-99.052963,Tláhuac
44783.51,50.0,19.317698,-99.061256,Iztapalapa
24310.96,50.0,19.435768,-99.086264,Venustiano Carranza
78958.72,75.0,19.477827,-99.216217,Azcapotzalco
35519.53,75.0,19.351371,-99.161529,Coyoacán
39887.51,70.0,19.38828,-99.195529,Álvaro Obregón
71407.11,70.0,19.452245,-99.15589,Cuauhtémoc
98787.15,75.0,19.284672,-99.220367,Tlalpan
26876.47,48.0,19.3679029336,-99.0084283054,Iztapalapa
44049.06,55.0,19.421822,-99.144041,Cuauhtémoc
49525.29,51.0,19.415143,-99.14685,Cuauhtémoc
60589.45,80.0,19.402944,-99.199727,Miguel Hidalgo
40645.77,72.0,19.2790911,-99.2114234,Tlalpan
26870.1,54.0,19.448311,-99.157021,Cuauhtémoc
20341.8,52.0,19.329188,-99.07105,Iztapalapa
31611.89,50.0,19.501052,-99.093589,Gustavo A. Madero
21343.71,60.0,19.446313,-99.14006,Cuauhtémoc
86142.4,70.0,19.394073,-99.153915,Benito Juárez
39883.66,85.0,19.373446,-99.139389,Benito Juárez
65858.1,60.0,19.400379,-99.131088,Iztacalco
97996.85,87.0,19.375311,-99.13952,Benito Juárez
48114.16,65.0,19.4566382427,-99.200373888,Miguel Hidalgo
83097.12,85.0,19.396705,-99.181902,Benito Juárez
26349.48,52.0,,,Iztapalapa
92833.58,90.0,23.634501,-102.552788,Benito Juárez
64488.25,57.0,19.366738,-99.14554,Benito Juárez
75815.85,85.0,19.355921,-99.180214,Álvaro Obregón
68492.42,75.0,19.329479,-99.070599,Iztapalapa
79029.72,67.0,19.428152,-99.106194,Venustiano Carranza
63750.64,64.0,19.3653,-99.148217,Benito Juárez
36309.59,53.0,19.496491,-99.149702,Gustavo A. Madero
61116.32,70.0,19.457182,-99.214865,Miguel Hidalgo
90578.6,59.0,19.443178,-99.144234,Cuauhtémoc
30018.12,50.0,19.302588,-99.048903,Tláhuac
45848.11,70.0,19.480501,-99.178139,Azcapotzalco
92201.34,60.0,19.39868,-99.132459,Benito Juárez
8695.33,49.0,19.2837372171,-99.0549311042,Tláhuac
74621.65,80.0,19.35066,-99.122212,Coyoacán
48581.99,66.0,23.634501,-102.552788,Iztacalco
81196.95,86.0,19.351277,-99.221244,Álvaro Obregón
48191.69,60.0,19.383446,-99.137643,Benito Juárez
43729.78,54.0,19.375278,-99.205132,Álvaro Obregón
38039.64,80.0,19.52589,-99.151703,Gustavo A. Madero
98810.58,75.0,19.2660749,-99.2284223,Tlalpan
32138.75,54.0,19.505199,-99.155991,Gustavo A. Madero
78679.57,60.0,19.368364,-99.293257,Cuajimalpa de Morelos
62844.43,70.0,19.485465,-99.13018,Gustavo A. Madero
44167.29,49.0,19.357981,-99.080612,Iztapalapa
62907.66,60.0,23.634501,-102.552788,Benito Juárez
24421.23,50.0,19.410904,-99.144807,Cuauhtémoc
40051.22,70.0,19.370272,-99.149127,Benito Juárez
26870.1,70.0,19.361468,-99.083751,Iztapalapa
68070.93,70.0,19.400731,-99.125466,Iztacalco
78521.47,55.0,19.457911,-99.144234,Cuauhtémoc
96732.66,71.0,19.3905096814,-99.1797745215,Benito Juárez
98787.15,75.0,19.284672,-99.220367,Tlalpan
33543.69,75.0,19.422817,-99.058911,Venustiano Carranza
19862.8,50.0,,,Iztapalapa
57375.58,66.0,19.448847,-99.17845,Miguel Hidalgo
35793.4,80.0,,,Benito Juárez
23714.54,58.0,,,Iztapalapa
69299.15,57.0,19.406622,-99.124168,Venustiano Carranza
55320.8,65.0,19.436561,-99.15195,Cuauhtémoc
35107.0,71.0,19.2812307923,-99.1871774197,Tlalpan
75394.35,60.0,19.46646,-99.16088,Azcapotzalco
34254.33,58.0,,,Gustavo A. Madero
21074.59,60.0,19.332034,-99.062028,Iztapalapa
98787.15,75.0,19.291964,-99.221756,Tlalpan
99408.85,81.0,,,Cuajimalpa de Morelos
44520.07,79.0,19.41973,-99.111403,Venustiano Carranza
44783.51,56.0,19.392349,-99.07093,Iztacalco
47417.83,66.0,19.384327,-99.215523,Álvaro Obregón
39887.51,70.0,19.38828,-99.195529,Álvaro Obregón
89567.02,64.0,19.410307,-99.065399,Iztacalco
79029.72,67.0,19.428152,-99.106194,Venustiano Carranza
45837.24,50.0,19.404515,-99.059758,Iztacalco
46954.78,80.0,19.378533,-99.187561,Álvaro Obregón
50052.15,67.0,19.443178,-99.144234,Cuauhtémoc
36037.55,74.0,19.506875,-99.107449,Gustavo A. Madero
71653.61,80.0,19.391834,-99.188695,Álvaro Obregón
45802.15,65.0,19.456439,-99.144414,Cuauhtémoc
55333.92,90.0,19.282522,-99.145634,Tlalpan
44520.07,65.0,19.41973,-99.111403,Venustiano Carranza
39409.48,52.0,19.438641,-99.098522,Venustiano Carranza
30417.64,54.0,19.342342,-99.026005,Iztapalapa
52686.48,61.0,19.376392,-99.192439,Álvaro Obregón
51000.51,56.0,19.345893,-99.067395,Iztapalapa
73778.56,71.0,19.444723,-99.186447,Miguel Hidalgo
30322.07,60.0,19.509401,-99.203751,Azcapotzalco
28977.56,65.0,19.361385,-99.246689,Álvaro Obregón
57733.84,80.0,19.376456,-99.145563,Benito Juárez
39524.23,60.0,19.387651,-99.142257,Benito Juárez
48998.42,60.0,19.332495,-99.168057,Coyoacán
73778.56,67.0,,,Tlalpan
36915.68,75.0,19.504985,-99.208557,Azcapotzalco
81664.04,90.0,19.436516,-99.173988,Miguel Hidalgo
66989.12,80.0,19.397356,-99.149456,Benito Juárez
60287.63,80.0,19.468775,-99.115636,Gustavo A. Madero
56752.32,63.0,19.2990233,-99.0436467,Tláhuac
38206.75,70.0,19.370272,-99.149127,Benito Juárez
71126.75,90.0,19.473486,-99.185753,Azcapotzalco
44783.51,56.0,19.392349,-99.07093,Iztacalco
77975.99,69.0,19.392025,-99.135302,Benito Juárez
44167.29,49.0,19.357981,-99.080612,Iztapalapa
30828.86,60.0,19.415783,-99.060391,Venustiano Carranza
47681.26,84.0,19.304501,-99.123121,Coyoacán
24505.02,60.0,,,Iztapalapa
71653.61,80.0,19.398732,-99.185244,Miguel Hidalgo
44783.51,50.0,19.317698,-99.061256,Iztapalapa
44045.9,64.0,19.410215,-99.14595,Cuauhtémoc
24762.64,55.0,19.465349,-99.150474,Azcapotzalco
71196.31,60.0,19.364257,-99.161918,Benito Juárez
46364.1,70.0,19.39617,-99.13791,Benito Juárez
46364.1,70.0,19.39617,-99.13791,Benito Juárez
80153.68,70.0,19.445742,-99.159469,Cuauhtémoc
32770.99,50.0,19.442774,-99.154919,Cuauhtémoc
85352.1,58.0,19.386852,-99.194748,Álvaro Obregón
72314.83,70.0,19.445816,-99.170462,Miguel Hidalgo
97750.97,70.0,19.371132,-99.173156,Benito Juárez
81664.04,90.0,19.441043,-99.175585,Miguel Hidalgo
60603.82,62.0,19.3674239,-99.2002892,Álvaro Obregón
31250.49,56.0,,,Iztapalapa
38829.93,75.0,19.448187,-99.161176,Cuauhtémoc
44666.44,85.0,19.388044,-99.185753,Benito Juárez
44899.52,60.0,19.449216,-99.175596,Miguel Hidalgo
30821.59,58.0,19.446466,-99.148569,Cuauhtémoc
31514.42,85.0,19.466822,-99.157379,Azcapotzalco
80399.57,70.0,19.334265,-99.20502,Álvaro Obregón
49051.11,56.0,19.456993,-99.118637,Venustiano Carranza
39339.25,60.0,19.493185,-99.205755,Azcapotzalco
39205.75,85.0,19.501421,-99.172919,Azcapotzalco
24460.33,60.0,19.409843,-99.125509,Venustiano Carranza
79029.72,50.0,19.404661,-99.133858,Cuauhtémoc
35631.86,60.0,19.362795,-99.218987,Álvaro Obregón
89412.56,80.0,19.390271,-99.151588,Benito Juárez
26071.9,50.0,19.355805,-99.205849,Álvaro Obregón
39514.86,60.0,19.427249,-99.161264,Cuauhtémoc
57744.38,69.0,19.376456,-99.145563,Benito Juárez
49577.98,64.0,19.384327,-99.215523,Álvaro Obregón
80635.87,90.0,19.472481,-99.182374,Azcapotzalco
43308.28,60.0,19.365484,-99.196619,Coyoacán
44794.13,52.0,19.405014,-99.141464,Cuauhtémoc
43093.85,54.0,19.316985,-99.073218,Iztapalapa
88882.09,90.0,19.368335,-99.178389,Benito Juárez
57955.13,80.0,19.337943,-99.12367,Coyoacán
92675.52,80.0,19.383327,-99.152712,Benito Juárez
42712.72,90.0,19.477389,-99.150971,Azcapotzalco
35631.86,70.0,19.35944,-99.217652,Álvaro Obregón
20547.72,61.0,19.330173,-99.088004,Iztapalapa
34395.51,65.0,19.527836,-99.169827,Gustavo A. Madero
31303.19,50.0,19.445829,-99.099647,Venustiano Carranza
38091.59,80.0,19.445743,-99.174986,Miguel Hidalgo
38777.25,54.0,19.407816,-99.129707,Cuauhtémoc
46943.65,80.0,19.359897,-99.18956,Álvaro Obregón
68492.42,80.0,19.364993,-99.155739,Benito Juárez
57955.13,80.0,19.389717,-99.05073,Iztapalapa
91147.61,90.0,19.401507,-99.14682,Benito Juárez
27676.2,65.0,19.44365,-99.141269,Cuauhtémoc
77975.99,60.0,19.392025,-99.135302,Benito Juárez
77449.13,67.0,19.395835,-99.135191,Benito Juárez
28645.11,58.0,19.329109,-99.127632,Coyoacán
60220.65,80.0,19.3268,-99.118822,Coyoacán
47673.6,75.0,19.456208,-99.126229,Cuauhtémoc
64857.06,90.0,19.461871,-99.129227,Cuauhtémoc
16859.67,56.0,19.304038,-99.047919,Tláhuac
44151.27,70.0,19.33795,-99.123458,Coyoacán
29578.3,70.0,19.383958,-99.101064,Iztacalco
68492.42,65.0,19.452253,-99.124704,Cuauhtémoc
76219.79,90.0,19.359625,-99.152478,Benito Juárez
79029.72,90.0,19.370046,-99.146155,Benito Juárez
22133.57,65.0,19.408179,-99.148713,Cuauhtémoc
79171.92,80.0,19.39867,-99.154329,Benito Juárez
84825.23,66.0,19.367943,-99.218478,Álvaro Obregón
24460.33,55.0,19.409843,-99.125509,Venustiano Carranza
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
39514.86,60.0,19.387651,-99.142257,Benito Juárez
34254.33,58.0,19.328299,-99.070236,Iztapalapa
38250.38,60.0,19.477476,-99.093448,Gustavo A. Madero
29346.37,60.0,19.401371,-99.115535,Iztacalco
19049.15,54.0,,,Tláhuac
87464.49,60.0,19.396705,-99.181902,Benito Juárez
42676.05,55.0,19.359748,-99.253796,Álvaro Obregón
47909.55,80.0,19.445845,-99.149765,Cuauhtémoc
45046.94,60.0,19.514181,-99.138695,Azcapotzalco
30637.98,56.0,,,Iztapalapa
61626.9,84.0,19.39942,-99.141673,Benito Juárez
40645.77,72.0,,,Tlalpan
44214.44,64.0,19.386385,-99.142736,Benito Juárez
71970.79,53.0,19.408234,-99.14455,Cuauhtémoc
85899.33,80.0,19.396893,-99.152302,Benito Juárez
58759.36,72.0,19.369859,-99.135812,Iztapalapa
69546.15,60.0,19.287188,-99.170525,Tlalpan
90093.88,60.0,19.413536,-99.147313,Cuauhtémoc
71126.75,64.0,19.474421,-99.189081,Azcapotzalco
90620.75,60.0,19.283038,-99.225393,Tlalpan
45310.37,57.0,19.496491,-99.149702,Gustavo A. Madero
35826.8,67.0,19.414009,-99.142481,Cuauhtémoc
57855.09,63.0,19.2990233,-99.0436467,Tláhuac
69019.29,70.0,19.394965,-99.181702,Benito Juárez
18866.23,63.0,19.441439,-99.135309,Cuauhtémoc
30558.16,57.0,19.3471146,-99.0038712,Tláhuac
83244.64,55.0,,,Azcapotzalco
94045.37,65.0,19.472155,-99.161186,Azcapotzalco
33534.94,50.0,19.332034,-99.062028,Iztapalapa
88513.29,55.0,19.377171,-99.188503,Benito Juárez
35631.86,80.0,19.35944,-99.217652,Álvaro Obregón
77554.5,60.0,19.309208,-99.171906,Coyoacán
57955.13,80.0,19.436607,-99.159948,Cuauhtémoc
39514.86,55.0,,,Xochimilco
80153.73,60.0,19.445742,-99.159469,Cuauhtémoc
47681.26,65.0,19.457982,-99.19269,Miguel Hidalgo
42676.05,69.0,19.433883,-99.140613,Cuauhtémoc
54267.07,48.0,19.399121,-99.1414643,Benito Juárez
46328.96,60.0,19.444924,-99.139843,Cuauhtémoc
55847.67,90.0,19.407816,-99.129707,Cuauhtémoc
77533.42,70.0,19.396705,-99.181902,Benito Juárez
71126.75,70.0,19.474885,-99.188231,Azcapotzalco
49051.11,56.0,19.450242,-99.194688,Miguel Hidalgo
39544.36,54.0,19.474427,-99.088528,Gustavo A. Madero
85352.1,58.0,19.386852,-99.194748,Álvaro Obregón
35826.8,78.0,19.387764,-99.205826,Álvaro Obregón
28398.01,60.0,19.363469,-99.010141,Iztapalapa
40028.02,65.0,19.365917,-99.196977,Álvaro Obregón
65858.1,68.0,19.428152,-99.106194,Venustiano Carranza
71126.75,70.0,19.474885,-99.188231,Azcapotzalco
55712.53,50.0,19.452365,-99.124572,Venustiano Carranza
43729.78,63.0,19.398671,-99.134129,Benito Juárez
75066.27,70.0,19.367307,-99.141429,Benito Juárez
44699.21,60.0,19.461349,-99.149071,Cuauhtémoc
21922.77,69.0,19.359645,-99.138745,Iztapalapa
79820.02,65.0,,,Benito Juárez
96205.51,65.0,19.314216,-99.135841,Coyoacán
69775.5,80.0,19.404403,-99.175446,Miguel Hidalgo
98599.06,57.0,19.344499,-99.185726,Álvaro Obregón
63223.78,55.0,19.375451,-99.143267,Benito Juárez
96679.69,60.0,19.364891,-99.148384,Benito Juárez
23035.4,52.0,19.2859196,-99.0436792,Tláhuac
84502.81,70.0,19.39557,-99.132937,Benito Juárez
39112.65,50.0,19.356419,-99.114266,Iztapalapa
29438.36,70.0,19.492195,-99.182526,Azcapotzalco
31440.65,65.0,19.441879,-99.167819,Miguel Hidalgo
35721.43,60.0,19.339707,-99.131065,Coyoacán
76395.4,50.0,19.480501,-99.178139,Azcapotzalco
90620.75,65.0,19.392983,-99.144299,Benito Juárez
47681.26,60.0,19.454332,-99.200287,Miguel Hidalgo
76909.09,68.0,19.336994,-99.162355,Coyoacán
38102.86,76.0,19.428554,-99.140051,Cuauhtémoc
40287.56,70.0,19.361114,-99.222666,Álvaro Obregón
7825.79,48.0,19.2834536638,-99.0550169349,Tláhuac
48218.66,65.0,19.487416,-99.118006,Gustavo A. Madero
90115.25,90.0,19.369509,-99.172532,Benito Juárez
62696.91,50.0,19.420584,-99.124863,Venustiano Carranza
21243.19,50.0,19.350684,-99.085273,Iztapalapa
36090.24,64.0,19.374628,-99.188927,Benito Juárez
34077.61,60.0,19.374721,-99.140098,Benito Juárez
89988.51,85.0,19.314143,-99.134709,Coyoacán
63223.78,55.0,19.343424,-99.135933,Coyoacán
37934.26,73.0,19.496639,-99.150459,Gustavo A. Madero
52482.9,60.0,19.303392,-99.243225,La Magdalena Contreras
61881.06,60.0,19.352333,-99.121169,Coyoacán
7823.94,50.0,19.2833321409,-99.0551456809,Tláhuac
84502.81,90.0,19.39557,-99.132937,Benito Juárez
36889.28,58.0,,,Gustavo A. Madero
42465.3,70.0,19.480371,-99.188398,Azcapotzalco
89567.02,70.0,19.405208,-99.203968,Miguel Hidalgo
63765.76,67.0,19.3653,-99.148217,Benito Juárez
34085.69,60.0,19.374721,-99.140098,Benito Juárez
43093.85,49.0,19.318989,-99.094437,Iztapalapa
35141.78,70.0,19.369859,-99.135812,Iztapalapa
34351.58,60.0,19.306198,-99.235825,La Magdalena Contreras
86858.35,51.0,19.386852,-99.194748,Álvaro Obregón
31619.38,55.0,19.3948036,-99.0976808,Iztacalco
68861.23,51.0,19.473415,-99.143539,Gustavo A. Madero
38091.59,70.0,19.445743,-99.174986,Miguel Hidalgo
77141.75,70.0,19.484532,-99.207027,Azcapotzalco
97996.85,85.0,,,Benito Juárez
64819.74,90.0,19.3368492055,-99.1763359308,Coyoacán
39883.66,64.0,19.372724,-99.137094,Benito Juárez
54235.15,70.0,19.403794,-99.155899,Iztacalco
76922.26,60.0,23.634501,-102.552788,Benito Juárez
46375.1,58.0,19.528208,-99.156369,Gustavo A. Madero
24460.27,70.0,19.409843,-99.125509,Venustiano Carranza
63816.51,75.0,19.466238,-99.108478,Gustavo A. Madero
93202.38,90.0,19.431421,-99.143311,Cuauhtémoc
47923.62,85.0,19.405911,-99.063045,Iztacalco
56796.02,70.0,19.335224,-99.121939,Coyoacán
47681.26,70.0,19.304502,-99.123118,Coyoacán
79029.72,60.0,19.482603,-99.194748,Azcapotzalco
89588.26,53.0,19.405298,-99.164986,Cuauhtémoc
27521.1,70.0,19.446704,-99.12456,Venustiano Carranza
65248.6,63.0,19.281164,-99.20237,Tlalpan
61305.99,70.0,19.402944,-99.199727,Miguel Hidalgo
36880.53,71.0,19.281785669,-99.1876251253,Tlalpan
32823.67,74.0,19.328362,-99.077087,Iztapalapa
89567.02,75.0,19.383569,-99.159402,Benito Juárez
29258.54,70.0,19.37523,-99.029776,Iztapalapa
31605.36,50.0,19.443753,-99.132751,Cuauhtémoc
42159.18,59.0,19.4558087159,-99.2047029734,Miguel Hidalgo
39866.07,75.0,19.456941,-99.156312,Cuauhtémoc
33200.35,75.0,19.474706,-99.18843,Azcapotzalco
73778.56,50.0,19.419485,-99.133904,Cuauhtémoc
46954.78,60.0,19.407301,-99.184159,Álvaro Obregón
62844.43,60.0,19.483301,-99.108269,Gustavo A. Madero
39883.66,70.0,19.372724,-99.137094,Benito Juárez
31916.34,50.0,19.405883,-99.183079,Miguel Hidalgo
60610.53,65.0,19.402944,-99.199727,Miguel Hidalgo
62188.64,80.0,19.399108,-99.115621,Iztacalco
39027.51,65.0,19.410511,-99.119943,Venustiano Carranza
50579.02,65.0,19.459211,-99.127063,Cuauhtémoc
65647.35,60.0,19.416847,-99.154596,Cuauhtémoc
45170.23,59.0,19.3339242,-99.158415,Coyoacán
76395.4,64.0,19.478815,-99.196831,Azcapotzalco
78422.77,53.0,19.410553,-99.133858,Cuauhtémoc
63002.49,90.0,19.479793,-99.186945,Azcapotzalco
71390.18,80.0,19.452245,-99.15589,Cuauhtémoc
75107.69,75.0,19.377383,-99.144978,Benito Juárez
35631.86,70.0,19.35944,-99.217652,Álvaro Obregón
37307.19,60.0,19.487416,-99.118006,Gustavo A. Madero
44286.32,65.0,19.359407,-99.060657,Iztapalapa
61626.9,70.0,19.39912,-99.141464,Benito Juárez
73919.13,90.0,19.313878,-99.094271,Iztapalapa
72211.15,67.0,19.426974,-99.10489,Venustiano Carranza
36138.08,60.0,19.446915,-99.128639,Cuauhtémoc
