price_aprox_usd,surface_covered_in_m2,lat,lon,neighbourhood
61130.81,85.0,19.437841,-99.220367,Miguel Hidalgo
67263.09,60.0,19.397901,-99.16603,Benito Juárez
86949.45,55.0,19.454183,-99.153562,Cuauhtémoc
46364.1,70.0,19.39617,-99.13791,Benito Juárez
73761.07,63.0,19.444723,-99.186447,Miguel Hidalgo
76922.26,90.0,23.634501,-102.552788,Benito Juárez
24700.85,56.0,,,Iztapalapa
44794.13,50.0,19.386852,-99.194748,Álvaro Obregón
93518.5,65.0,19.472155,-99.161186,Azcapotzalco
60041.51,85.0,19.445816,-99.170462,Miguel Hidalgo
21338.02,60.0,19.446313,-99.14006,Cuauhtémoc
25816.37,65.0,19.456941,-99.156312,Cuauhtémoc
33200.35,70.0,19.474706,-99.18843,Azcapotzalco
81196.95,50.0,19.377671,-99.2222662,Álvaro Obregón
47365.14,56.0,19.506042,-99.153915,Gustavo A. Madero
89514.33,51.0,19.400097,-99.122093,Iztacalco
66027.34,70.0,19.383446,-99.137643,Benito Juárez
48340.87,49.0,,,Azcapotzalco
30953.3,85.0,19.452015,-99.146021,Cuauhtémoc
51105.88,60.0,19.456513,-99.179793,Miguel Hidalgo
40568.59,50.0,19.310943,-99.049669,Tláhuac
40621.27,51.0,19.326149,-99.072396,Iztapalapa
24555.32,60.0,19.408155,-99.107965,Venustiano Carranza
35879.49,58.0,19.370822,-99.105239,Iztapalapa
36138.08,60.0,19.446915,-99.128639,Cuauhtémoc
44783.51,50.0,19.317698,-99.061256,Iztapalapa
31283.33,80.0,19.467806,-99.130254,Gustavo A. Madero
55985.7,63.0,19.2990233,-99.0436467,Tláhuac
54267.07,75.0,19.462355,-99.193313,Miguel Hidalgo
73761.07,75.0,19.394628,-99.143842,Benito Juárez
46633.43,64.0,,,Iztacalco
45191.83,50.0,19.41031,-99.098527,Venustiano Carranza
39514.86,59.0,19.452301,-99.207422,Miguel Hidalgo
43729.78,54.0,19.371745,-99.212281,Álvaro Obregón
87248.81,75.0,19.393674,-99.187743,Benito Juárez
46943.65,60.0,19.345528,-99.189906,Álvaro Obregón
33192.48,70.0,19.328386,-99.08782,Iztapalapa
35878.96,79.0,19.473001,-99.087491,Gustavo A. Madero
68228.99,90.0,19.35782,-99.149406,Benito Juárez
88534.28,55.0,19.439253,-99.163605,Cuauhtémoc
49904.63,80.0,19.446852,-99.154461,Cuauhtémoc
67175.26,68.0,19.428152,-99.106194,Venustiano Carranza
77467.49,70.0,19.360367,-99.192614,Álvaro Obregón
84825.23,66.0,19.366505,-99.222297,Álvaro Obregón
38997.24,54.0,,,Miguel Hidalgo
71653.61,84.0,19.391819,-99.188639,Benito Juárez
70302.36,75.0,19.404403,-99.175446,Miguel Hidalgo
81664.04,60.0,23.634501,-102.552788,Benito Juárez
44363.96,80.0,19.35697,-99.23214,Álvaro Obregón
45194.99,50.0,19.417636,-99.153292,Cuauhtémoc
55689.61,60.0,19.485634,-99.17321,Azcapotzalco
77975.99,60.0,19.402752,-99.098587,Iztacalco
58271.25,70.0,19.397531,-99.182964,Miguel Hidalgo
97780.84,90.0,19.328705,-99.164986,Coyoacán
80682.13,70.0,19.445742,-99.159469,Cuauhtémoc
64962.43,83.0,19.355673,-99.100507,Iztapalapa
44141.21,54.0,19.470991,-99.168165,Azcapotzalco
39514.86,70.0,19.516777,-99.160149,Gustavo A. Madero
84825.23,70.0,19.36783,-99.218387,Álvaro Obregón
55636.92,80.0,19.366302,-99.193367,Coyoacán
79029.72,56.0,19.417923,-99.148384,Cuauhtémoc
57955.13,54.0,19.410441,-99.06085,Iztacalco
79029.72,50.0,19.404661,-99.133858,Cuauhtémoc
35826.8,60.0,19.4451458852,-99.1438865662,Cuauhtémoc
62799.12,53.0,23.634501,-102.552788,Iztacalco
25868.48,60.0,19.45178,-99.15709,Cuauhtémoc
66027.34,70.0,19.383446,-99.137643,Benito Juárez
40051.22,70.0,19.474655,-99.189277,Azcapotzalco
77449.13,60.0,19.395835,-99.135191,Benito Juárez
71143.62,60.0,19.3930294,-99.0701574,Iztacalco
35643.0,79.0,23.634501,-102.552788,Gustavo A. Madero
90093.88,60.0,23.634501,-102.552788,Benito Juárez
64751.68,49.0,19.466857,-99.11711,Gustavo A. Madero
52686.48,70.0,19.473486,-99.185753,Azcapotzalco
45802.09,70.0,,,Gustavo A. Madero
47681.26,80.0,19.304501,-99.123121,Coyoacán
38334.68,80.0,19.263022,-99.119657,Xochimilco
43097.54,58.0,19.52303,-99.161839,Gustavo A. Madero
93071.72,90.0,19.375618,-99.194918,Álvaro Obregón
71126.75,67.0,19.445845,-99.149765,Cuauhtémoc
63238.77,75.0,19.398006,-99.080694,Iztacalco
66911.83,70.0,19.451872,-99.173522,Miguel Hidalgo
64646.31,57.0,19.460741,-99.128196,Cuauhtémoc
29571.34,60.0,19.383958,-99.101064,Iztacalco
62184.79,75.0,19.470359,-99.183001,Azcapotzalco
28851.11,70.0,,,Miguel Hidalgo
49525.29,50.0,19.417923,-99.148384,Cuauhtémoc
57955.13,85.0,19.436607,-99.159948,Cuauhtémoc
69562.65,75.0,19.348558,-99.119901,Coyoacán
57955.13,65.0,19.3757,-99.196831,Álvaro Obregón
25559.58,60.0,19.281996,-99.164753,Tlalpan
48364.5,80.0,19.417355,-99.132645,Gustavo A. Madero
60589.45,65.0,19.346609,-99.072311,Iztapalapa
47718.14,70.0,19.30086,-99.108382,Coyoacán
60589.45,52.0,19.469681,-99.086136,Gustavo A. Madero
78502.86,70.0,19.401819,-99.184615,Miguel Hidalgo
31875.32,70.0,19.44365,-99.141269,Cuauhtémoc
39773.02,50.0,19.365478,-99.19662,Coyoacán
54806.93,58.0,19.394361,-99.082092,Iztacalco
43907.7,70.0,19.426948,-99.106956,Venustiano Carranza
68492.42,60.0,19.447138,-99.172552,Miguel Hidalgo
29346.37,70.0,19.487729,-99.10539,Gustavo A. Madero
89219.18,80.0,19.383327,-99.152712,Benito Juárez
34885.66,60.0,19.3605334,-99.2267067,Álvaro Obregón
42676.05,70.0,19.449392,-99.138544,Cuauhtémoc
31795.08,70.0,19.441816,-99.092908,Venustiano Carranza
60624.9,85.0,19.40579,-99.198906,Miguel Hidalgo
41938.44,70.0,19.454582,-99.145651,Cuauhtémoc
64468.39,80.0,19.383957,-99.092019,Iztapalapa
77533.42,90.0,19.396705,-99.181902,Benito Juárez
47391.96,60.0,19.470215,-99.140075,Gustavo A. Madero
32027.8,59.0,19.4557379025,-99.204724431,Miguel Hidalgo
81716.73,60.0,19.428767,-99.1459,Cuauhtémoc
64281.19,72.0,19.366505,-99.222297,Álvaro Obregón
32138.75,66.0,19.395629,-99.192146,Álvaro Obregón
65088.88,85.0,19.416291,-99.157479,Cuauhtémoc
26601.54,80.0,19.409843,-99.125509,Venustiano Carranza
83104.12,80.0,19.380648,-99.163811,Benito Juárez
53160.66,85.0,19.395097,-99.150424,Benito Juárez
28489.96,55.0,,,Iztapalapa
39906.3,80.0,19.414771,-99.065035,Iztacalco
97751.02,70.0,,,Benito Juárez
38829.93,64.0,19.448187,-99.161176,Cuauhtémoc
89495.77,63.0,19.461416,-99.133163,Cuauhtémoc
77449.13,67.0,19.396593,-99.133163,Benito Juárez
44141.21,55.0,19.470991,-99.168165,Azcapotzalco
46286.55,60.0,19.446915,-99.128639,Cuauhtémoc
64804.37,90.0,19.485643,-99.210749,Azcapotzalco
54688.57,70.0,19.456145,-99.201167,Miguel Hidalgo
60220.65,70.0,19.326922,-99.121203,Coyoacán
39524.23,60.0,19.346281,-99.079687,Iztapalapa
87459.56,75.0,19.328705,-99.164986,Coyoacán
44520.07,50.0,19.424449,-99.139442,Venustiano Carranza
53160.66,60.0,19.325709,-99.130934,Coyoacán
26343.24,66.0,19.305214,-99.046887,Tláhuac
27034.57,73.0,,,Iztapalapa
89531.93,70.0,19.384808,-99.155339,Benito Juárez
51632.75,60.0,19.392185,-99.135357,Benito Juárez
25299.31,65.0,19.383948,-99.067884,Iztapalapa
71126.75,58.0,19.282042,-99.195935,Tlalpan
38206.75,61.0,19.3843257,-99.2155215,Álvaro Obregón
86932.69,70.0,19.44661,-99.160309,Cuauhtémoc
79029.72,60.0,19.482603,-99.194748,Azcapotzalco
93255.07,69.0,19.472155,-99.161186,Azcapotzalco
31514.47,70.0,,,Azcapotzalco
44178.77,60.0,19.382649,-99.143384,Benito Juárez
29614.55,75.0,19.452689,-99.117987,Venustiano Carranza
32151.18,49.0,,,Iztapalapa
44141.21,65.0,19.470991,-99.168165,Azcapotzalco
90936.87,56.0,19.444584,-99.174675,Miguel Hidalgo
52159.61,64.0,19.326553,-99.115202,Coyoacán
37059.67,57.0,19.379571,-99.146668,Benito Juárez
43202.91,50.0,19.410307,-99.065399,Iztacalco
78766.29,80.0,19.416881,-99.109781,Venustiano Carranza
41105.2,50.0,19.452297,-99.138695,Cuauhtémoc
48443.74,90.0,19.281423,-99.141801,Tlalpan
39514.86,64.0,19.450028,-99.163061,Cuauhtémoc
40041.72,75.0,19.474655,-99.189277,Azcapotzalco
59746.47,80.0,19.522966,-99.145785,Gustavo A. Madero
47417.83,53.0,19.443592,-99.121407,Venustiano Carranza
47662.3,60.0,19.456208,-99.126229,Cuauhtémoc
59008.86,60.0,19.47107,-99.18727,Azcapotzalco
56959.35,70.0,19.402944,-99.199727,Miguel Hidalgo
33719.34,65.0,,,Álvaro Obregón
40037.52,60.0,19.365917,-99.196977,Álvaro Obregón
84825.23,84.0,19.366541,-99.222329,Álvaro Obregón
82190.91,60.0,19.381174,-99.17284,Benito Juárez
54618.33,55.0,19.454332,-99.200287,Miguel Hidalgo
63961.39,57.0,19.366738,-99.14554,Benito Juárez
39040.68,80.0,19.382986,-99.241837,Álvaro Obregón
27825.06,60.0,19.29292,-99.064874,Iztapalapa
89567.02,86.0,19.427276,-99.171878,Cuauhtémoc
41680.96,51.0,19.449997,-99.18117,Miguel Hidalgo
21902.43,70.0,19.359645,-99.138745,Iztapalapa
40037.52,65.0,19.365533,-99.1923,Álvaro Obregón
20582.87,54.0,19.418844,-99.132357,Cuauhtémoc
27396.97,65.0,19.52589,-99.151703,Gustavo A. Madero
60062.59,80.0,19.371543,-99.141669,Benito Juárez
28304.77,70.0,19.44168,-99.159496,Cuauhtémoc
63223.78,50.0,19.454082,-99.125206,Cuauhtémoc
35299.94,65.0,,,Coyoacán
39514.86,80.0,19.387651,-99.142257,Benito Juárez
79029.72,60.0,19.482603,-99.194748,Azcapotzalco
36889.28,75.0,19.482761,-99.151089,Azcapotzalco
7823.94,58.0,19.2836156943,-99.0548452735,Tláhuac
26949.13,63.0,,,Iztapalapa
34456.96,70.0,19.452751,-99.056419,Gustavo A. Madero
49577.98,80.0,19.384117,-99.205132,Álvaro Obregón
52686.48,70.0,19.453691,-99.180039,Miguel Hidalgo
64962.43,84.0,19.357821,-99.123321,Iztapalapa
66011.63,65.0,19.383446,-99.137643,Benito Juárez
57744.38,60.0,19.398671,-99.134129,Benito Juárez
34965.01,65.0,19.441695,-99.142965,Cuauhtémoc
43150.23,70.0,19.486395,-99.113973,Gustavo A. Madero
98260.29,70.0,19.307621,-99.230559,La Magdalena Contreras
88513.29,60.0,23.634501,-102.552788,Benito Juárez
84298.37,70.0,19.466822,-99.157379,Azcapotzalco
24762.64,70.0,19.465349,-99.150474,Azcapotzalco
41842.98,75.0,19.449216,-99.175596,Miguel Hidalgo
46469.47,65.0,,,Tlalpan
79029.72,85.0,19.386601,-99.144088,Benito Juárez
47979.84,70.0,19.444905,-99.139951,Cuauhtémoc
39567.54,59.0,19.456567,-99.204623,Miguel Hidalgo
93255.07,70.0,19.364613,-99.161892,Benito Juárez
33719.34,85.0,19.38642,-99.222521,Álvaro Obregón
46639.44,60.0,19.446,-99.136478,Cuauhtémoc
79556.59,70.0,19.427754,-99.171109,Cuauhtémoc
45486.03,70.0,19.441382,-99.131028,Cuauhtémoc
94022.66,57.0,23.634501,-102.552788,Benito Juárez
38819.4,65.0,19.448187,-99.161176,Cuauhtémoc
73761.07,74.0,19.394628,-99.143842,Benito Juárez
36824.37,60.0,19.410966,-99.147629,Cuauhtémoc
45585.76,60.0,19.441258,-99.142677,Cuauhtémoc
44783.51,65.0,19.383446,-99.137643,Benito Juárez
42159.18,62.0,19.387764,-99.205826,Álvaro Obregón
63238.77,55.0,19.458118,-99.125557,Cuauhtémoc
44709.81,70.0,19.460012,-99.153755,Cuauhtémoc
35458.0,50.0,19.302588,-99.048903,Tláhuac
46821.3,90.0,19.456439,-99.144414,Cuauhtémoc
26349.48,56.0,,,Iztapalapa
63750.64,67.0,19.3653,-99.148217,Benito Juárez
40028.02,70.0,19.365917,-99.196977,Álvaro Obregón
69211.3,70.0,19.401496,-99.173452,Miguel Hidalgo
15893.77,80.0,,,Álvaro Obregón
57733.84,90.0,19.376456,-99.145563,Benito Juárez
90936.87,56.0,19.444584,-99.174675,Miguel Hidalgo
53073.5,84.0,19.442152,-99.18603,Miguel Hidalgo
53055.28,52.0,19.444688,-99.16605,Miguel Hidalgo
33542.32,65.0,,,Gustavo A. Madero
73234.21,90.0,19.354219,-99.126244,Coyoacán
94022.66,57.0,23.634501,-102.552788,Benito Juárez
33982.78,70.0,19.448187,-99.161176,Cuauhtémoc
46364.1,70.0,19.378801,-99.14825,Benito Juárez
46100.67,60.0,19.432399,-99.119672,Venustiano Carranza
25822.49,50.0,19.44087,-99.102652,Venustiano Carranza
26119.93,58.0,19.342083,-99.0532159,Iztapalapa
55847.67,60.0,19.401083,-99.145033,Benito Juárez
40028.02,55.0,19.365533,-99.1923,Álvaro Obregón
55355.89,60.0,19.380392,-99.14769,Benito Juárez
49372.5,62.0,19.490054,-99.093551,Gustavo A. Madero
87248.81,80.0,19.393568,-99.186143,Álvaro Obregón
43150.23,70.0,19.486395,-99.113973,Gustavo A. Madero
35898.7,80.0,19.41275,-99.126007,Venustiano Carranza
92412.09,70.0,19.363073,-99.158843,Benito Juárez
54267.07,90.0,19.462355,-99.193313,Miguel Hidalgo
52440.64,70.0,19.443903,-99.171681,Miguel Hidalgo
65120.49,80.0,19.441809,-99.156423,Cuauhtémoc
65858.1,55.0,,,Iztacalco
23498.17,50.0,19.39527,-99.068478,Iztacalco
35878.96,79.0,19.473001,-99.087491,Gustavo A. Madero
24317.97,56.0,19.3742208,-99.0090872,Iztapalapa
61210.86,75.0,19.496491,-99.149702,Gustavo A. Madero
62401.87,72.0,19.36783,-99.21839,Álvaro Obregón
63238.77,90.0,19.441809,-99.156423,Cuauhtémoc
47049.03,60.0,19.323772,-99.116562,Coyoacán
79556.59,65.0,19.440749,-99.141649,Cuauhtémoc
67438.69,65.0,19.375088,-99.141849,Benito Juárez
77211.64,74.0,19.3437444,-99.1561883,Coyoacán
67175.26,68.0,19.428152,-99.106194,Venustiano Carranza
38987.99,60.0,19.363524,-99.247303,Álvaro Obregón
76922.26,65.0,19.302412,-99.167398,Coyoacán
88513.29,55.0,19.439253,-99.163605,Cuauhtémoc
45848.11,70.0,19.33795,-99.123458,Coyoacán
29504.43,75.0,19.504985,-99.208557,Azcapotzalco
31250.49,56.0,,,Iztapalapa
60062.59,60.0,19.336455,-99.149511,Coyoacán
47429.08,80.0,19.371543,-99.141669,Benito Juárez
33982.78,60.0,19.443031,-99.162435,Cuauhtémoc
40937.39,80.0,19.341894,-99.224525,Álvaro Obregón
50245.36,50.0,19.440749,-99.141649,Cuauhtémoc
28851.11,55.0,19.453996,-99.195188,Miguel Hidalgo
63238.77,70.0,19.371635,-99.290484,Cuajimalpa de Morelos
76922.26,76.0,19.365843,-99.149901,Benito Juárez
61643.18,75.0,19.467363,-99.127026,Gustavo A. Madero
49371.39,60.0,19.490054,-99.093551,Gustavo A. Madero
79424.87,84.0,19.385989,-99.186285,Benito Juárez
35879.49,68.0,19.452665,-99.121497,Venustiano Carranza
54793.94,78.0,19.452365,-99.124572,Venustiano Carranza
46954.78,80.0,19.378533,-99.187561,Álvaro Obregón
86300.46,90.0,19.351369,-99.248993,Álvaro Obregón
35616.06,54.0,19.361103,-99.073199,Iztapalapa
31514.42,70.0,19.463891,-99.155763,Azcapotzalco
29082.93,65.0,19.446053,-99.120285,Venustiano Carranza
57955.13,65.0,,,Álvaro Obregón
93540.68,65.0,19.472155,-99.161186,Azcapotzalco
37934.26,69.0,19.342316,-99.226668,Álvaro Obregón
72818.04,50.0,19.270885,-99.1138,Xochimilco
36353.67,69.0,19.506042,-99.153915,Gustavo A. Madero
60062.59,60.0,19.445954,-99.176116,Miguel Hidalgo
45004.92,70.0,19.487517,-99.181718,Azcapotzalco
71143.62,75.0,19.474885,-99.188231,Azcapotzalco
84466.97,60.0,23.634501,-102.552788,Benito Juárez
52405.45,90.0,19.457058,-99.190308,Miguel Hidalgo
51405.79,70.0,19.48888,-99.179278,Azcapotzalco
92138.89,58.0,19.4556013336,-99.1630777717,Cuauhtémoc
20547.72,60.0,19.312223,-99.105454,Coyoacán
38903.69,75.0,19.409979,-99.118822,Venustiano Carranza
93255.07,60.0,23.634501,-102.552788,Cuauhtémoc
55860.91,75.0,19.407816,-99.129707,Cuauhtémoc
21021.9,70.0,19.447127,-99.133204,Cuauhtémoc
43202.91,50.0,19.410307,-99.065399,Iztacalco
34135.57,58.0,19.374413,-99.105499,Iztapalapa
84298.37,75.0,19.324612,-99.143684,Coyoacán
51632.75,75.0,19.452419,-99.175058,Miguel Hidalgo
31822.63,60.0,19.460087,-99.173988,Azcapotzalco
59215.2,66.0,19.2464696,-99.1013498,Miguel Hidalgo
92991.64,80.0,19.422716,-99.162285,Cuauhtémoc
54235.15,90.0,19.400165,-99.135621,Iztacalco
54166.48,61.0,19.2990233,-99.0436467,Tláhuac
84630.08,65.0,19.413992,-99.138695,Cuauhtémoc
49419.92,64.0,19.33773,-99.099021,Iztapalapa
83912.02,80.0,19.382944,-99.180028,Benito Juárez
26876.47,65.0,19.448311,-99.157021,Cuauhtémoc
57955.13,76.0,19.440147,-99.172286,Miguel Hidalgo
35510.69,60.0,19.351371,-99.161529,Coyoacán
77141.75,80.0,19.484532,-99.207027,Azcapotzalco
52686.48,65.0,19.389011,-99.180415,Benito Juárez
48581.99,66.0,23.634501,-102.552788,Iztacalco
60589.45,52.0,19.469681,-99.086136,Gustavo A. Madero
33530.62,69.0,19.429437,-99.14346,Cuauhtémoc
23355.39,54.0,19.408007,-99.069186,Iztacalco
45837.24,64.0,19.480501,-99.178139,Azcapotzalco
22997.65,55.0,19.447998,-99.114832,Venustiano Carranza
77712.56,55.0,19.410307,-99.065399,Iztacalco
34509.64,50.0,19.291321,-99.055733,Tláhuac
49525.29,50.0,19.415143,-99.14685,Cuauhtémoc
39524.23,60.0,19.43011152,-99.1456568241,Cuauhtémoc
26071.9,50.0,19.384327,-99.215523,Álvaro Obregón
63223.78,53.0,19.306114,-99.112416,Coyoacán
93781.94,88.0,19.281164,-99.20237,Tlalpan
38735.1,65.0,19.511896,-99.194208,Azcapotzalco
33126.57,65.0,19.403155,-99.074139,Iztacalco
60062.59,50.0,19.402991,-99.173922,Miguel Hidalgo
63223.78,70.0,19.4418,-99.156425,Cuauhtémoc
86862.09,70.0,19.343979,-99.124863,Coyoacán
23355.39,54.0,19.381125,-99.1226,Iztacalco
32764.67,50.0,19.408758,-99.129474,Cuauhtémoc
23708.91,68.0,19.488564,-99.106194,Gustavo A. Madero
36880.53,72.0,19.387764,-99.205826,Álvaro Obregón
33200.35,50.0,19.423086,-99.145135,Cuauhtémoc
26071.9,50.0,19.384117,-99.205132,Álvaro Obregón
68597.8,80.0,19.399841,-99.154813,Benito Juárez
51118.0,75.0,19.449667,-99.131613,Venustiano Carranza
26265.79,65.0,19.466954,-99.117546,Gustavo A. Madero
39285.78,63.0,23.634501,-102.552788,Iztacalco
34140.84,50.0,19.405668,-99.073498,Iztacalco
54570.31,60.0,19.2990233,-99.0436467,Tláhuac
47681.26,50.0,19.457982,-99.19269,Miguel Hidalgo
42676.05,70.0,19.449392,-99.138544,Cuauhtémoc
64962.43,83.0,19.3563,-99.099618,Iztapalapa
90726.12,90.0,19.336195,-99.23692,Álvaro Obregón
75393.1,75.0,19.465454,-99.162665,Azcapotzalco
36269.32,50.0,19.452689,-99.117987,Venustiano Carranza
73761.07,73.0,19.39912,-99.141464,Benito Juárez
57691.69,60.0,19.403109,-99.150557,Benito Juárez
73778.56,75.0,19.394628,-99.143842,Benito Juárez
50546.2,80.0,19.459208,-99.127065,Cuauhtémoc
22976.89,50.0,19.201259,-99.130972,Tlalpan
77712.56,55.0,19.396727,-99.115875,Iztacalco
63223.78,63.0,19.480058,-99.099788,Gustavo A. Madero
25868.48,55.0,19.45178,-99.15709,Cuauhtémoc
25842.19,65.0,19.38855,-99.055877,Iztapalapa
56514.99,90.0,19.377169,-99.187643,Benito Juárez
27012.36,69.0,19.326462,-99.050933,Iztapalapa
41938.44,69.0,19.373027,-99.140266,Benito Juárez
20547.72,50.0,19.312223,-99.105454,Coyoacán
54235.15,65.0,19.400165,-99.135621,Iztacalco
64350.72,80.0,19.30618,-99.161962,Coyoacán
40041.72,50.0,19.446524,-99.142241,Cuauhtémoc
66989.12,80.0,19.382484,-99.150793,Benito Juárez
68650.48,80.0,19.400007,-99.147221,Benito Juárez
63223.78,80.0,19.365175,-99.230064,Álvaro Obregón
26343.24,49.0,19.303385,-99.040458,Tláhuac
83264.38,55.0,,,Azcapotzalco
26343.24,54.0,19.351874,-99.008597,Iztapalapa
32823.67,52.0,19.32831,-99.077096,Iztapalapa
40028.02,63.0,19.365917,-99.196977,Álvaro Obregón
62188.74,70.0,19.399108,-99.115621,Iztacalco
77449.13,70.0,19.395835,-99.135191,Benito Juárez
50262.9,50.0,19.415681,-99.112704,Venustiano Carranza
52417.93,60.0,19.457058,-99.190308,Miguel Hidalgo
35510.69,50.0,19.351371,-99.161529,Coyoacán
32752.41,48.0,19.527513,-99.1518421,Gustavo A. Madero
93992.68,84.0,19.40012,-99.1532,Benito Juárez
76219.79,90.0,19.359625,-99.152478,Benito Juárez
71390.18,80.0,19.452245,-99.15589,Cuauhtémoc
73761.07,70.0,19.392349,-99.07093,Iztacalco
88513.29,55.0,19.439253,-99.163605,Cuauhtémoc
46785.59,70.0,19.451872,-99.173522,Miguel Hidalgo
34834.02,65.0,19.493185,-99.205755,Azcapotzalco
54918.54,50.0,19.398671,-99.134129,Benito Juárez
25874.56,60.0,19.45178,-99.15709,Cuauhtémoc
39514.86,60.0,19.386852,-99.194748,Álvaro Obregón
79029.72,70.0,19.333946,-99.237631,Álvaro Obregón
92728.21,70.0,19.389571,-99.163652,Benito Juárez
44185.3,70.0,19.475187,-99.175019,Azcapotzalco
56866.41,55.0,,,Iztacalco
40766.69,50.0,19.348586,-99.115129,Iztapalapa
69071.98,65.0,19.452571,-99.185712,Miguel Hidalgo
73778.56,70.0,19.365156,-99.1138,Iztapalapa
33587.58,49.0,,,Iztapalapa
23498.17,66.0,19.292312,-99.063064,Iztapalapa
74937.94,90.0,19.336195,-99.23692,Álvaro Obregón
39514.86,63.0,19.387651,-99.142257,Benito Juárez
31611.89,65.0,19.280541,-99.18368,Tlalpan
46785.59,70.0,19.451872,-99.173522,Miguel Hidalgo
43029.05,70.0,19.441029,-99.168787,Miguel Hidalgo
59377.66,48.0,19.443178,-99.144234,Cuauhtémoc
67175.26,68.0,19.428152,-99.106194,Venustiano Carranza
36882.11,70.0,19.307417,-99.125191,Coyoacán
39514.86,85.0,19.387651,-99.142257,Benito Juárez
40645.77,72.0,19.2710426663,-99.2091393471,Tlalpan
25814.21,65.0,19.408155,-99.107965,Venustiano Carranza
77167.11,63.0,19.417923,-99.148384,Cuauhtémoc
67175.26,68.0,19.428152,-99.106194,Venustiano Carranza
33719.34,80.0,19.364099,-99.26406,Álvaro Obregón
35718.43,75.0,19.339707,-99.131065,Coyoacán
91411.04,75.0,19.377404,-99.193301,Álvaro Obregón
90009.85,80.0,19.314143,-99.134709,Coyoacán
35273.21,90.0,19.371245,-99.141925,Benito Juárez
47207.08,50.0,,,Iztacalco
85878.96,78.0,19.396893,-99.152302,Benito Juárez
52171.98,64.0,19.326399,-99.122097,Coyoacán
54933.04,70.0,19.2990233,-99.0436467,Tláhuac
55320.8,60.0,19.281335,-99.142507,Tlalpan
60589.45,65.0,19.346609,-99.072311,Iztapalapa
37377.68,69.0,19.445553,-99.097057,Venustiano Carranza
55847.67,60.0,19.466387,-99.161054,Azcapotzalco
98260.29,80.0,19.34189,-99.166374,Coyoacán
87401.25,90.0,19.370152,-99.1897013,Benito Juárez
73778.56,60.0,19.454082,-99.125206,Cuauhtémoc
38329.41,64.0,19.291321,-99.055733,Tláhuac
70089.64,54.0,19.411676,-99.086638,Venustiano Carranza
40037.52,75.0,19.365917,-99.196977,Álvaro Obregón
21243.19,50.0,19.350145,-99.086731,Iztapalapa
46890.97,60.0,19.451872,-99.173522,Miguel Hidalgo
55882.76,75.0,19.368823,-99.224603,Álvaro Obregón
52686.48,70.0,19.453697,-99.180085,Miguel Hidalgo
46047.98,70.0,19.435722,-99.131739,Cuauhtémoc
64832.77,50.0,19.474043,-99.139228,Gustavo A. Madero
35080.76,60.0,19.521893,-99.160477,Gustavo A. Madero
56405.29,75.0,19.468775,-99.115636,Gustavo A. Madero
34387.41,60.0,19.525055,-99.171219,Gustavo A. Madero
38039.64,70.0,19.52589,-99.151703,Gustavo A. Madero
34088.15,90.0,19.391606,-99.191812,Álvaro Obregón
36362.29,60.0,19.43895,-99.161234,Cuauhtémoc
33894.95,75.0,19.418198,-99.144746,Cuauhtémoc
40972.53,70.0,19.281164,-99.20237,Tlalpan
89567.02,78.0,19.397095,-99.152302,Benito Juárez
34254.33,51.0,19.3109098,-99.1307421,Coyoacán
86669.26,70.0,19.363518,-99.231941,Álvaro Obregón
46954.78,80.0,19.378533,-99.187561,Álvaro Obregón
80635.87,75.0,19.472481,-99.182374,Azcapotzalco
27059.77,70.0,19.422746,-99.065935,Venustiano Carranza
27332.69,80.0,,,Álvaro Obregón
88226.41,81.0,19.380264,-99.250061,Álvaro Obregón
20552.6,52.0,19.305361,-99.072311,Iztapalapa
70302.36,70.0,19.404403,-99.175446,Miguel Hidalgo
66911.83,65.0,19.451872,-99.173522,Miguel Hidalgo
80610.32,90.0,,,Coyoacán
44783.51,60.0,19.412142,-99.146127,Cuauhtémoc
57968.87,65.0,19.3773693,-99.198052,Álvaro Obregón
84298.37,60.0,19.494439,-99.194748,Azcapotzalco
83174.41,70.0,19.395794,-99.138619,Benito Juárez
85878.96,57.0,19.406622,-99.124168,Venustiano Carranza
36004.94,50.0,19.373039,-99.290443,Cuajimalpa de Morelos
48295.9,70.0,19.428622,-99.14602,Cuauhtémoc
62170.05,60.0,19.47107,-99.18727,Azcapotzalco
68492.42,50.0,19.287188,-99.170525,Tlalpan
35510.69,80.0,19.474655,-99.189277,Azcapotzalco
59377.66,48.0,19.443178,-99.144234,Cuauhtémoc
45035.82,90.0,19.440749,-99.141649,Cuauhtémoc
64155.64,80.0,19.377369,-99.198052,Álvaro Obregón
32182.11,80.0,19.474655,-99.189277,Azcapotzalco
62696.91,60.0,19.320256,-99.073594,Iztapalapa
56689.6,65.0,19.428767,-99.1459,Cuauhtémoc
60589.45,52.0,19.469681,-99.086136,Gustavo A. Madero
69019.29,90.0,19.386852,-99.194748,Álvaro Obregón
35668.74,60.0,19.35944,-99.217652,Álvaro Obregón
57574.47,75.0,19.349357,-99.228459,Álvaro Obregón
90936.87,56.0,19.444584,-99.174675,Miguel Hidalgo
47839.32,72.0,19.281164,-99.20237,Tlalpan
63238.77,65.0,19.4682551,-99.1373195,Gustavo A. Madero
40103.47,70.0,19.366632,-99.1979,Álvaro Obregón
18861.76,63.0,19.441439,-99.135247,Cuauhtémoc
